Order,Species,AdultBodyMass,Temperature,SexualMaturityAge,TrophicLevel,NeonateBodyMass,GestationLen,SocialGrpSize,WeaningAge,Social
Rodentia,acouchy,954.87,25.412,0.599342465753,1.0,75.23,98.43,2.0,0.0717534246575,False
Rodentia,pratti,966.73,,0.376493150685,,79.3,99.65,,0.133232876712,
Chiroptera,daubentonii,,25.546,,,,,,,
Chiroptera,whitleyi,11.55,24.369,,,,,,,
Rodentia,schisticolor,29.99,-7.272,0.0695068493151,,3.2,23.74,,0.0544109589041,
Rodentia,pumilio,16.44,24.3,,2.0,,,1.0,,True
Soricomorpha,babaulti,,16.85,,,,,,,
Soricomorpha,blarina,,15.8,,,,,,,
Soricomorpha,cafer,12.3,18.579,,2.0,,,1.0,,True
Soricomorpha,eisentrauti,,,,,,,,,
Soricomorpha,geata,9.34,24.1,,,,,,,
Soricomorpha,kihaulei,,,,,,,,,
Soricomorpha,longicaudatus,,13.75,,2.0,,,,,
Soricomorpha,okuensis,,22.31,,,,,,,
Soricomorpha,rumpii,,23.65,,,,,,,
Soricomorpha,schalleri,,16.65,,,,,,,
Soricomorpha,sclateri,,19.938,,,,,,,
Soricomorpha,tenuis,,17.195,,,,,,,
Soricomorpha,varius,11.68,15.753,,3.0,1.0,,2.0,0.0575342465753,False
Soricomorpha,zinki,,,,,,,,,
Rodentia,aspalax,,-1.134,,,,,,,
Rodentia,myospalax,225.0,-0.848,,,,,,,
Rodentia,psilurus,259.21,3.295,,,,,,,
Chiroptera,abei,,-0.9,,,,,,,
Chiroptera,adversus,10.41,23.998,0.633123287671,3.0,,,,0.154191780822,
Chiroptera,aelleni,,5.728,,,,,,,
Chiroptera,albescens,5.69,23.223,0.418520547945,,,93.18,,0.0827397260274,
Chiroptera,alcathoe,,,,,,,,,
Chiroptera,altarium,11.0,15.523,,,,,,,
Chiroptera,anjouanensis,,,,,,,,,
Chiroptera,annamiticus,,21.2,,,,,,,
Chiroptera,annectans,9.75,21.65,,,,,,,
Chiroptera,atacamensis,,2.518,,,,,,,
Chiroptera,ater,,22.398,,,,,,,
Chiroptera,auriculus,38.04,16.615,,3.0,,,,,
Chiroptera,australis,,,,,,,,,
Chiroptera,austroriparius,7.35,17.818,0.516931506849,,1.12,,,0.128219178082,
Chiroptera,bechsteinii,9.47,8.535,,3.0,,,,,
Chiroptera,blythii,23.82,11.667,1.15317808219,,,,,,
Chiroptera,bocagii,7.93,23.874,,3.0,,,,,
Chiroptera,bombinus,,5.143,,,,,,,
Chiroptera,brandtii,5.3,4.296,,,,,,,
Chiroptera,bucharensis,,,,,,,,,
Chiroptera,californicus,4.39,12.462,,3.0,,,,0.246,
Chiroptera,capaccinii,8.15,12.518,1.03443835616,3.0,,54.99,,,
Chiroptera,chiloensis,,5.227,,3.0,,,,,
Chiroptera,chinensis,41.99,15.631,,,,,,,
Chiroptera,ciliolabrum,4.89,,,,,,,,
Chiroptera,cobanensis,,20.346,,,,,,,
Chiroptera,csorbai,,13.114,,,,,,,
Chiroptera,dasycneme,15.16,2.893,,3.0,,,,,
Chiroptera,daubentonii,7.63,2.171,1.01706849315,3.0,2.0,55.14,,0.0967945205479,
Chiroptera,davidii,,,,,,,,,
Chiroptera,dominicensis,,,,,,,,,
Chiroptera,elegans,4.21,23.487,,,,,,,
Chiroptera,emarginatus,7.56,9.772,1.13380821918,,,,,0.114,
Chiroptera,evotis,6.91,6.078,,,1.22,,,,
Chiroptera,fimbriatus,,17.279,,,,,,,
Chiroptera,findleyi,,,,,,,,,
Chiroptera,formosus,7.07,16.544,,,,,,,
Chiroptera,fortidens,4.37,21.823,,3.0,,,,,
Chiroptera,frater,7.54,,,,,,,,
Chiroptera,gomantongensis,,24.488,,,,,,,
Chiroptera,goudoti,5.56,22.389,,3.0,,,,,
Chiroptera,grisescens,10.84,14.73,1.45326027397,3.0,2.94,,,0.11602739726,
Chiroptera,hajastanicus,,4.004,,,,,,,
Chiroptera,hasseltii,8.7,24.368,,,,,,,
Chiroptera,hermani,,,,,,,,,
Chiroptera,horsfieldii,6.05,24.585,,,,,,,
Chiroptera,hosonoi,,7.012,,,,,,,
Chiroptera,ikonnikovi,,0.544,,,,,,,
Chiroptera,insularum,,,,,,,,,
Chiroptera,keaysi,5.45,21.467,,,,,,,
Chiroptera,keenii,6.51,1.962,,,,,,0.106657534247,
Chiroptera,laniger,,15.49,,,,,,,
Chiroptera,leibii,5.22,10.768,,,,,,,
Chiroptera,levis,5.49,15.451,,,,,,,
Chiroptera,longipes,,10.093,,,,,,,
Chiroptera,lucifugus,7.8,,0.768767123288,3.0,2.18,59.79,,0.0712328767123,
Chiroptera,macrodactylus,7.48,6.385,,,1.72,,,,
Chiroptera,macropus,,17.812,,,,,,,
Chiroptera,macrotarsus,12.64,24.104,,,,,,,
Chiroptera,martiniquensis,,,,,,,,,
Chiroptera,melanorhinus,,9.82,,,,,,,
Chiroptera,moluccarum,,25.017,,,,,,,
Chiroptera,montivagus,8.3,17.783,,,,,,,
Chiroptera,morrisi,,23.13,,,,,,,
Chiroptera,muricola,4.8,19.577,,3.0,,,,,
Chiroptera,myotis,25.59,9.102,1.09479452055,3.0,6.0,73.0,,0.11504109589,
Chiroptera,mystacinus,,,,,,,,,
Chiroptera,nattereri,7.25,8.323,,3.0,,,,0.165506849315,
Chiroptera,nesopolus,3.56,25.902,,,,,,,
Chiroptera,nigricans,,23.483,,,,,,,
Chiroptera,nipalensis,,,,,,,,,
Chiroptera,occultus,8.79,,,,,,,,
Chiroptera,oreias,,27.05,,,,,,,
Chiroptera,oxygnathus,21.23,9.478,,,,,,,
Chiroptera,oxyotus,5.65,20.737,,,,,,,
Chiroptera,ozensis,,5.4,,,,,,,
Chiroptera,peninsularis,,20.582,,,,,,,
Chiroptera,pequinius,,11.457,,,,,,,
Chiroptera,planiceps,,15.937,,,,,,,
Chiroptera,pruinosus,,10.43,,,,,,,
Chiroptera,punicus,,15.418,,,,,,,
Chiroptera,ricketti,,15.094,,,,,,,
Chiroptera,ridleyi,4.06,24.719,,,,,,,
Chiroptera,riparius,4.57,23.361,,3.0,,,,,
Artiodactyla,dama,71424.81,27.189,0.299616438356,1.0,,194.93,1.0,,True
Artiodactyla,granti,55464.46,23.178,0.684410958904,1.0,5215.17,191.21,,,
Artiodactyla,soemmerringii,41582.93,24.771,1.13380821918,,,192.53,,,
Rodentia,melanotis,,24.799,,,,,,,
Chiroptera,veldkampii,21.89,25.924,,,,,,,
Rodentia,insignis,22.25,4.016,1.15317808219,2.0,0.93,22.73,,0.0958630136986,
Primates,larvatus,12265.65,25.021,5.18934246575,1.0,450.0,165.04,11.25,0.580136986301,False
Carnivora,narica,4578.43,20.561,2.76449315068,2.0,140.0,76.82,,0.363369863014,
Carnivora,nasua,3775.5,23.916,2.30635616438,2.0,144.91,75.06,,0.31,
Carnivora,olivacea,1339.99,17.703,,2.0,,,,,
Chiroptera,jamaicensis,,24.033,,,,,,,
Chiroptera,major,,23.905,,,,,,,
Chiroptera,primus,,25.138,,,,,,,
Chiroptera,stramineus,5.68,23.073,,3.0,1.83,244.85,,0.138438356164,
Chiroptera,tumidirostris,6.3,24.702,,3.0,,,,,
Rodentia,dubosti,,,,,,,,,
Rodentia,guianae,15.87,25.312,,2.0,,,1.0,,True
Rodentia,minutus,,,,,,,,,
Rodentia,musseri,,,,,,,,,
Rodentia,paracou,,,,,,,,,
Rodentia,pictus,,24.474,,2.0,,,,,
Rodentia,spinosus,19.0,24.677,,2.0,,,1.0,,True
Rodentia,tenuipes,19.0,24.793,0.0854520547945,2.0,,,1.0,,True
Rodentia,amoenus,27.09,14.746,,,,,,,
Rodentia,benefactus,,,,,,,,,
Rodentia,lactens,32.9,11.977,,,,,,,
Rodentia,lasiurus,39.93,,0.10701369863,2.0,3.57,21.97,,,
Rodentia,lenguarum,,,,,,,,,
Rodentia,obscurus,40.69,14.815,,2.0,,,,,
Rodentia,goldmani,,20.329,,,,,,,
Rodentia,neotomodon,80.0,15.267,,,,,,,
Rodentia,forresti,,,,,,,,,
Rodentia,irene,,0.012,,,,,,,
Rodentia,juldaschi,,0.562,,,,,,,
Rodentia,sikimensis,,3.976,,,,,,,
Carnivora,nebulosa,14945.05,21.829,2.06432876712,3.0,166.49,93.44,,0.305945205479,
Rodentia,alleni,265.38,21.869,0.262465753425,1.0,9.33,28.26,1.0,0.0573150684932,True
Soricomorpha,anomalus,13.19,8.802,0.291643835616,,0.58,26.0,,0.0762739726027,
Soricomorpha,fodiens,15.26,1.77,0.877315068493,2.0,0.71,21.38,,0.0968219178082,
Soricomorpha,teres,,6.794,,,,,,,
Chiroptera,pusilla,,24.803,,2.0,,,,,
Carnivora,cinerea,189274.99,,4.34945205479,2.0,7147.62,265.94,,1.48545205479,
Chiroptera,frosti,,19.026,,,,,,,
Chiroptera,brunneus,,25.193,,,,,,,
Chiroptera,capensis,5.96,23.089,,3.0,2.0,,,,
Chiroptera,flavescens,10.5,21.424,,,,,,,
Chiroptera,guineensis,,25.026,,,,,,,
Chiroptera,helios,3.56,22.952,,,,,,,
Chiroptera,melckorum,,18.514,,3.0,,,,,
Chiroptera,nanus,3.88,23.581,,3.0,,75.56,1.0,,True
Chiroptera,rendalli,6.42,24.348,,,,,1.0,,True
Chiroptera,somalicus,3.53,24.257,,,,,,,
Chiroptera,tenuipinnis,5.35,23.959,,,,,,,
Chiroptera,zuluensis,4.14,20.12,,3.0,,,,,
Rodentia,albigula,208.18,15.836,0.257917808219,1.0,11.21,37.0,1.0,0.0917808219178,True
Rodentia,angustapalata,198.0,22.157,,,,,,,
Rodentia,anthonyi,195.4,,,,,,,,
Rodentia,bryanti,182.0,,,,,,,,
Rodentia,bunkeri,375.0,,,,,,,,
Rodentia,chrysomelas,,20.073,,,,,,,
Rodentia,cinerea,285.89,3.334,1.43835616438,1.0,14.4,29.69,4.0,0.0721917808219,False
Rodentia,devia,200.0,16.799,,,,,,,
Rodentia,floridana,249.16,,0.480493150685,1.0,14.04,34.84,1.0,0.102219178082,True
Rodentia,fuscipes,213.26,,,,13.15,33.21,1.0,0.0753150684932,True
Rodentia,goldmani,198.0,16.775,,,,,,,
Rodentia,lepida,143.88,11.533,0.259150684932,1.0,9.36,32.99,,0.0910684931507,
Rodentia,leucodon,,,,,,,,,
Rodentia,macrotis,225.74,,,,,,,,
Rodentia,magister,447.0,,,,15.0,33.43,,0.0706849315068,
Rodentia,martinensis,240.16,,,,,,,,
Rodentia,mexicana,203.0,15.742,0.163890410959,1.0,10.4,33.21,,,
Chiroptera,nebulosus,,19.8,,,,,,,
Chiroptera,timoriensis,11.02,17.642,,3.0,,,,,
Chiroptera,walkeri,4.44,26.842,,,,,,,
Lagomorpha,alpina,150.0,-6.382,1.03443835616,,8.19,28.98,,0.0575342465753,
Lagomorpha,argentata,,6.68,,,,,,,
Lagomorpha,cansus,68.75,-1.931,1.13380821918,1.0,,24.49,,0.0493150684932,
Lagomorpha,collaris,129.0,-9.352,1.0257260274,1.0,,,,,
Lagomorpha,curzoniae,159.47,-4.758,,1.0,11.2,22.5,,,
Lagomorpha,dauurica,131.01,-0.241,0.258602739726,1.0,,30.0,,,
Lagomorpha,erythrotis,,-4.859,,,,,,,
Lagomorpha,forresti,,6.723,,,,,,,
Lagomorpha,gaoligongensis,,11.3,,,,,,,
Lagomorpha,gloveri,,-1.618,,,,,,,
Lagomorpha,himalayana,,-8.418,,,,,,,
Lagomorpha,hoffmanni,,-3.14,,,,,,,
Lagomorpha,huangensis,105.33,7.046,,,,,,,
Lagomorpha,hyperborea,120.0,-9.229,,,9.59,28.0,,,
Lagomorpha,iliensis,,-1.796,,,,,,,
Lagomorpha,koslowi,,-9.26,,,,,,,
Lagomorpha,ladacensis,,-6.126,,1.0,,,,,
Lagomorpha,macrotis,204.75,-1.575,1.01706849315,,,,,,
Lagomorpha,muliensis,,12.488,,,,,,,
Lagomorpha,nigritia,,-1.997,,,,,,,
Lagomorpha,nubrica,,-3.936,,,,,,,
Lagomorpha,pallasi,,-0.521,1.0,,7.0,25.0,,0.0532602739726,
Lagomorpha,princeps,157.63,4.358,1.0257260274,1.0,11.0,30.44,,0.0724657534247,
Lagomorpha,pusilla,142.5,2.68,0.0873150684932,1.0,6.74,21.99,,0.0575342465753,
Lagomorpha,roylei,260.0,-3.612,0.919205479452,,7.0,,,0.0575342465753,
Artiodactyla,capreolus,22731.33,16.423,,1.0,,260.99,10.25,,False
Rodentia,campanae,,22.753,,,,,,,
Rodentia,fallax,120.46,22.143,,,,,,,
Rodentia,hopkinsi,,19.745,,,,,,,
Rodentia,isseli,59.99,,,,,,,,
Rodentia,minor,49.99,22.567,,,,,,,
Lagomorpha,furnessi,,,,1.0,,,,,
Rodentia,concolor,46.33,24.891,0.254246575342,,,,,,
Rodentia,flavicans,73.4,23.369,,,,,,,
Rodentia,mamorae,62.5,23.693,,,,,,,
Rodentia,paricola,73.4,,,,,,,,
Rodentia,phaeotis,73.4,20.18,,,,,,,
Rodentia,rex,73.4,25.361,,,,,,,
Rodentia,roberti,73.4,25.11,,,,,,,
Rodentia,rutilus,73.4,25.244,,,,,,,
Rodentia,speciosus,73.4,24.349,,,,,,,
Rodentia,superans,73.4,25.172,,,,,,,
Rodentia,trinitatis,73.4,,,,,,,,
Rodentia,hypoxanthus,89.84,23.287,0.320438356164,,,,,0.0821917808219,
Rodentia,ornatus,85.5,25.508,,,,,,,
Artiodactyla,johnstoni,230001.14,24.038,2.59465753425,1.0,18325.61,442.99,1.0,0.497150684932,True
Rodentia,albicauda,273.5,20.986,,,,,,,
Rodentia,edax,206.4,23.286,,,,,,,
Rodentia,andinus,25.2,10.964,,,,,,,
Rodentia,arenalis,25.2,15.001,,,,,,,
Rodentia,brendae,,,,,,,,,
Rodentia,chacoensis,23.0,23.008,,2.0,,,1.0,,True
Rodentia,delticola,29.39,17.493,,2.0,,,,,
Rodentia,destructor,25.2,14.522,,,,,,,
Rodentia,eliurus,34.58,21.973,,,,,,,
Rodentia,flavescens,21.3,17.91,,2.0,,,,,
Rodentia,fornesi,,,,,,,,,
Rodentia,fulvescens,25.0,23.595,,,,,1.0,,True
Rodentia,griseolus,25.2,13.516,,,,,,,
Rodentia,longicaudatus,27.54,6.423,0.0759452054795,2.0,,,,,
Rodentia,magellanicus,25.2,4.103,,,,,,,
Rodentia,microtis,22.5,24.161,,2.0,,,1.0,,True
Rodentia,nigripes,20.33,18.275,0.129835616438,2.0,,,1.0,0.0395616438356,True
Rodentia,stramineus,,,,,,,,,
Rodentia,vegetus,,24.967,,,,,,,
Rodentia,victus,,,,,,,,,
Carnivora,rossii,208252.12,,4.08175342466,3.0,17000.0,349.79,1.0,0.0762739726027,True
Rodentia,zibethicus,991.31,3.061,0.542767123288,2.0,21.99,27.86,,0.0762739726027,
Diprotodontia,fraenata,4952.05,20.511,0.574657534247,1.0,,23.0,,0.450767123288,
Diprotodontia,lunata,3499.99,,,,,,,,
Diprotodontia,unguifera,6494.73,26.427,,,,,,,
Rodentia,arenicola,30.0,15.35,,,,,,,
Rodentia,curasoae,,,,,,,,,
Rodentia,devius,,24.961,,,,,,,
Rodentia,dimidiatus,,25.099,,,,,,,
Rodentia,emmonsae,,,,,,,,,
Rodentia,galapagoensis,63.51,,,,,,,,
Rodentia,gorgasi,60.5,25.483,,,,,,,
Rodentia,hammondi,60.5,18.887,,,,,,,
Rodentia,keaysi,58.29,15.643,,,,,,,
Rodentia,lamia,60.5,20.786,,,,,,,
Rodentia,laticeps,49.11,24.229,,,,,,,
Rodentia,legatus,61.5,18.751,,,,,,,
Rodentia,levipes,60.5,13.365,,,,,,,
Rodentia,macconnelli,66.49,25.423,,2.0,,,1.0,,True
Rodentia,maracajuensis,,,,,,,,,
Rodentia,marinhus,,,,,,,,,
Rodentia,megacephalus,57.0,,0.147534246575,2.0,3.84,27.28,1.0,,True
Rodentia,melanotis,49.99,20.643,,,,,,,
Rodentia,meridensis,,,,,,,,,
Rodentia,nelsoni,,,,,,,,,
Rodentia,nitidus,55.19,24.482,,2.0,,,1.0,,True
Rodentia,palustris,53.26,17.401,0.136767123288,2.0,3.49,24.74,,0.0313424657534,
Rodentia,perenensis,,,,,,,,,
Rodentia,polius,60.5,24.651,,,,,,,
Rodentia,rhabdops,,20.998,,,,,,,
Rodentia,rostratus,,24.437,,,,,,,
Rodentia,russatus,60.5,19.846,,2.0,,,1.0,,True
Rodentia,saturatior,,22.117,,,,,,,
Rodentia,scotti,,,,,,,,,
Rodentia,micropus,255.14,17.297,0.473150684932,1.0,11.7,34.0,,0.0817260273973,
Rodentia,nelsoni,198.0,10.4,,,,,,,
Rodentia,palatina,198.0,16.26,,,,,,,
Rodentia,phenax,227.49,23.877,,1.0,,,,,
Rodentia,stephensi,149.22,12.018,0.888575342466,2.0,10.6,31.65,,0.100273972603,
Rodentia,alstoni,44.64,17.271,0.292136986301,,3.4,27.29,,,
Rodentia,ebriosus,64.5,4.808,,,,,,,
Artiodactyla,batesi,2967.45,23.825,1.00416438356,1.0,499.99,181.24,,,
Artiodactyla,moschatus,5639.01,23.184,0.541479452055,1.0,,180.0,1.5,,False
Artiodactyla,pygmaeus,3913.68,25.617,,1.0,,180.0,2.0,,False
Carnivora,macrodon,,,,,,,,,
Carnivora,vison,,1.491,,,,,,,
Soricomorpha,hidalgo,,,,,,,,,
Soricomorpha,similis,,,,,,,,,
Rodentia,bunnii,,23.402,,,,,,,
Rodentia,indica,178.08,15.825,,1.0,,17.0,,,
Lagomorpha,netscheri,1511.67,23.881,,1.0,,,,,
Lagomorpha,timminsi,,18.3,,,,,,,
Rodentia,audeberti,214.04,,,1.0,,,,,
Rodentia,lambertoni,155.0,,,,,,,,
Rodentia,rufus,163.96,19.18,,1.0,,,,,
Soricomorpha,edithae,,,,,,,,,
Soricomorpha,hypomicrus,,,,,,,,,
Soricomorpha,longirostris,,,,,,,,,
Soricomorpha,major,,,,,,,,,
Soricomorpha,micrus,,,,,,,,,
Soricomorpha,paramicrus,,,,,,,,,
Soricomorpha,submicrus,,,,,,,,,
Soricomorpha,superstes,,,,,,,,,
Soricomorpha,zamicrus,,,,,,,,,
Rodentia,ceramicus,,23.35,,,,,,,
Rodentia,darwini,,,,,,,,,
Rodentia,fernandinae,,21.8,,,,,,,
Rodentia,indefessus,,21.8,,,,,,,
Rodentia,swarthi,,,,,,,,,
Soricomorpha,gibbsii,9.56,7.745,,2.0,0.6,21.27,,,
Rodentia,monticolus,39.5,15.828,,,,,,,
Rodentia,mussoi,40.0,21.35,,,,,,,
Rodentia,oyapocki,47.0,24.35,,3.0,,,,,
Rodentia,peruviensis,40.0,23.8,,3.0,,,,,
Rodentia,venezuelae,47.1,23.041,,3.0,,,,,
Rodentia,plumbeus,,,,,,,,,
Rodentia,andersoni,,7.051,,,,,,,
Rodentia,brahma,,5.899,,,,,,,
Rodentia,cameroni,,24.728,,,,,,,
Rodentia,confucianus,,13.774,,,,,,,
Rodentia,coninga,80.65,16.58,,,,,,,
Rodentia,cremoriventer,71.54,24.84,,,,,,,
Rodentia,culturatus,81.17,16.58,,,,,,,
Rodentia,eha,,9.468,,,,,,,
Rodentia,excelsior,,7.516,,,,,,,
Rodentia,fraternus,,24.459,,,,,,,
Rodentia,fulvescens,81.79,20.344,,,,,,,
Rodentia,hinpoon,,25.85,,,,,,,
Rodentia,langbianis,,22.351,,,,,,,
Rodentia,lepturus,,23.345,,,,,,,
Rodentia,niviventer,100.0,6.958,,,3.75,,,,
Rodentia,rapit,79.73,23.918,,,,,,,
Rodentia,tenaster,,22.317,,,,,,,
Chiroptera,albiventris,31.46,24.009,,2.0,6.16,,,0.212493150685,
Chiroptera,leporinus,29.93,23.463,,,,,,,
Primates,concolor,6410.47,17.293,6.72394520548,2.0,,205.81,4.0,1.74008219178,False
Primates,gabriellae,,24.915,,,,,1.0,,True
Primates,hainanus,,21.793,,,,,,,
Primates,leucogenys,7320.0,19.067,,,497.33,,1.0,,True
Primates,siki,,22.704,,,,,,,
Rodentia,vespuccii,,,,,,,,,
Rodentia,edwardsii,21.3,6.393,,3.0,,,,,
Soricomorpha,cockrumi,,,,,,,,,
Soricomorpha,crawfordi,4.79,,,3.0,0.82,,,0.108767123288,
Soricomorpha,evotis,5.28,,,,,,,,
Soricomorpha,villai,,,,,,,,,
Rodentia,alexis,32.34,21.46,0.210136986301,,2.29,32.67,,0.0821917808219,
Rodentia,amplus,89.99,,,,,,,,
Rodentia,aquilo,38.99,26.609,,2.0,,,,,
Rodentia,cervinus,34.79,20.08,0.501561643836,,,41.54,,0.0893698630137,
Rodentia,fuscus,39.28,20.956,0.222904109589,2.0,,34.99,,0.0821917808219,
Rodentia,longicaudatus,100.0,,,,,,,,
Rodentia,macrotis,89.99,,,,,,,,
Rodentia,mitchellii,42.8,16.583,0.216191780822,,,35.97,,0.0827397260274,
Rodentia,mordax,89.99,,,,,,,,
Chiroptera,macdonaldi,68.17,23.667,,,,,,,
Chiroptera,neocaledonica,,21.001,,,,,,,
Chiroptera,aviator,,9.573,,,,,,,
Chiroptera,azoreum,,,,,,,,,
Chiroptera,furvus,,5.7,,,,,,,
Chiroptera,lasiopterus,45.98,7.461,,3.0,5.6,,,0.162849315068,
Chiroptera,leisleri,12.47,7.647,,,,,,,
Chiroptera,montanus,,16.447,,,,,,,
Chiroptera,noctula,28.48,7.912,1.13920547945,3.0,5.57,72.24,,0.131205479452,
Chiroptera,plancyi,,14.943,,,,,,,
Carnivora,procyonoides,4214.99,5.673,0.894876712329,2.0,87.42,61.84,,0.136136986301,
Chiroptera,arge,10.79,24.131,,,4.0,,,0.159616438356,
Chiroptera,aurita,,22.899,,,,,,,
Chiroptera,gambiensis,7.13,26.994,,,,,,,
Chiroptera,grandis,29.8,23.878,,3.0,,,1.5,,False
Chiroptera,hispida,7.98,24.103,,,,91.24,,,
Chiroptera,intermedia,,24.18,,,,,,,
Chiroptera,javanica,17.78,24.46,,3.0,,,,,
Chiroptera,macrotis,14.49,24.005,,3.0,,78.21,,0.165506849315,
Chiroptera,madagascariensis,17.69,21.765,,3.0,,,,,
Chiroptera,major,,24.393,,,,,,,
Chiroptera,nana,6.98,24.035,,,,107.97,,0.143835616438,
Chiroptera,parisii,,25.152,,,,,,,
Chiroptera,thebaica,9.2,22.622,,3.0,,114.95,,0.166657534247,
Chiroptera,tragata,14.4,25.04,,3.0,,,,,
Chiroptera,vinsoni,,23.8,,,,,,,
Chiroptera,woodi,7.6,21.964,,,,,,,
Primates,bengalensis,1137.36,23.283,,,,,,,
Primates,coucang,924.55,24.873,1.81046575342,2.0,50.47,191.09,1.0,0.496465753425,True
Primates,pygmaeus,342.32,21.09,,,19.89,185.42,1.0,,True
Chiroptera,schlieffeni,5.05,24.047,,3.0,,78.63,,,
Chiroptera,aenobarbus,,,,,,,,,
Chiroptera,cubanus,,25.234,,,,,,,
Chiroptera,humeralis,9.12,15.882,,,1.73,,,0.0774794520548,
Chiroptera,lepidus,,25.096,,3.0,,,,,
Chiroptera,aello,85.26,22.72,,,,,1.0,,True
Chiroptera,albiventer,29.95,23.476,,1.0,,,1.5,,False
Chiroptera,cephalotes,44.92,22.829,,,,,1.0,,True
Chiroptera,certans,43.24,18.501,,,,,,,
Chiroptera,cyclotis,48.83,21.749,,,,,,,
Chiroptera,draconilla,30.15,24.661,,2.0,,,,,
Chiroptera,keasti,,26.7,,,,,,,
Chiroptera,major,107.06,26.024,,,,,1.0,,True
Chiroptera,malaitensis,78.39,25.85,,,,,,,
Chiroptera,masalai,53.2,23.8,,,,,,,
Chiroptera,minutus,,21.84,,,,,,,
Chiroptera,rabori,68.25,25.859,0.810465753425,1.0,,138.16,,0.287671232877,
Chiroptera,robinsoni,48.83,21.802,,1.0,,,1.0,,True
Chiroptera,sanctacrucis,,,,,,,,,
Chiroptera,vizcaccia,41.96,25.393,,,,,1.0,,True
Chiroptera,aurispinosus,18.43,23.786,,3.0,,,,,
Chiroptera,femorosaccus,15.04,17.807,,3.0,,,,,
Chiroptera,laticaudatus,13.12,23.566,,,4.01,,,,
Chiroptera,macrotis,16.38,22.269,,3.0,4.94,,,,
Rodentia,sumichrasti,59.99,22.759,,1.0,4.33,33.98,1.0,0.0680821917808,True
Chiroptera,arnhemensis,6.83,26.506,,,,,,,
Chiroptera,bifax,9.89,24.235,,,,,,,
Chiroptera,geoffroyi,,20.844,,,,,,,
Chiroptera,gouldi,11.32,15.09,0.895369863014,3.0,1.65,22.94,,0.121479452055,
Chiroptera,heran,,,,,,,,,
Chiroptera,howensis,,,,,,,,,
Chiroptera,microdon,,13.673,,,,,,,
Chiroptera,microtis,7.29,22.185,,,,,,,
Lagomorpha,rufescens,250.0,13.89,0.167178082192,,11.4,25.75,,0.052301369863,
Lagomorpha,rutila,,1.261,1.03443835616,1.0,,,,,
Lagomorpha,thibetana,,3.722,,,,,,,
Lagomorpha,thomasi,,-3.003,,,,,,,
Lagomorpha,turuchanensis,,,,,,,,,
Rodentia,nuttalli,22.81,16.674,,2.0,2.7,29.1,3.75,0.057095890411,False
Rodentia,bridgesi,162.25,7.688,,1.0,,,,,
Rodentia,degus,203.27,6.347,0.512849315068,2.0,14.19,90.59,,0.0852602739726,
Rodentia,lunatus,200.55,11.62,,1.0,,,,,
Rodentia,pacificus,,,,,,,,,
Rodentia,gliroides,155.77,3.99,,1.0,20.0,104.5,,,
Rodentia,mimax,124.43,5.982,,1.0,,,,,
Carnivora,rosmarus,1042996.25,,6.34252054795,2.0,59090.9,357.39,,1.62016438356,
Artiodactyla,hemionus,84560.57,6.761,1.44416438356,1.0,3007.49,203.49,,0.201342465753,
Artiodactyla,virginianus,75901.25,12.764,1.0,1.0,2949.99,201.39,2.25,0.21895890411,False
Rodentia,auyantepui,,,,,,,,,
Rodentia,bicolor,40.74,24.859,0.254246575342,1.0,,,1.0,,True
Rodentia,catherinae,,,,,,,,,
Rodentia,cleberi,73.4,21.166,,,,,,,
Rodentia,leucogaster,27.92,9.341,0.295095890411,2.0,2.3,31.63,,0.0625205479452,
Rodentia,torridus,21.68,14.935,0.153479452055,3.0,2.33,28.37,2.0,0.0544109589041,False
Artiodactyla,americanus,72105.4,-1.046,2.64271232877,1.0,3080.81,181.24,3.0,0.232493150685,False
Primates,flavicauda,8229.12,16.483,4.61273972603,1.0,,225.0,9.1,,False
Artiodactyla,oreotragus,13486.55,20.937,1.01706849315,1.0,1130.0,214.0,2.0,0.37498630137,False
Rodentia,cavator,650.0,27.748,,1.0,,,,,
Rodentia,cherriei,,24.857,,1.0,,,,,
Rodentia,cuniculus,499.99,23.305,,1.0,,,,,
Rodentia,dariensis,437.99,25.2,,1.0,,,,,
Rodentia,grandis,499.99,21.028,,1.0,,,,,
Rodentia,heterodus,615.0,21.822,,1.0,,,,,
Rodentia,hispidus,499.99,23.491,,1.0,,,,,
Rodentia,lanius,499.99,10.4,,1.0,,,,,
Rodentia,matagalpae,,17.241,,1.0,,,,,
Rodentia,thaeleri,,24.5,,1.0,,,,,
Rodentia,underwoodi,250.0,21.968,,1.0,,,,,
Lagomorpha,cuniculus,1590.57,10.387,0.508520547945,1.0,39.11,30.45,,0.0720547945205,
Artiodactyla,beisa,200576.52,24.382,,,,,,,
Artiodactyla,dammah,199798.95,28.102,,1.0,9706.02,248.0,30.0,,False
Artiodactyla,gazella,188404.45,20.833,2.30635616438,1.0,12055.49,273.75,20.0,,False
Artiodactyla,leucoryx,75788.24,,,1.0,,239.99,5.0,0.160164383562,False
Rodentia,albigularis,60.5,20.658,,,,,,,
Rodentia,alfaroi,33.3,21.621,,,,,,,
Rodentia,angouya,120.17,20.468,,,,,,,
Rodentia,auriventer,60.5,18.069,,,,,,,
Rodentia,balneator,60.5,15.944,,,,,,,
Rodentia,bolivaris,60.5,24.098,,2.0,,,1.0,,True
