Order,Species,AdultBodyMass,Temperature,SexualMaturityAge,TrophicLevel,NeonateBodyMass,GestationLen,SocialGrpSize,WeaningAge,Social
Rodentia,puerulus,28.49,1.7,,,,,,,
Rodentia,typus,17.37,11.6,0.152191780822,1.0,1.72,18.38,,,
Rodentia,melanurus,100.36,17.888,,2.0,,25.0,,,
Rodentia,munbyanus,,,,,,,,,
Rodentia,quercinus,114.61,11.239,1.55167123288,2.0,,22.97,,0.0953424657534,
Rodentia,antsingy,,,,,,,,,
Rodentia,ellermani,100.0,,,,,,,,
Rodentia,grandidieri,,,,,,,,,
Rodentia,majori,100.0,19.768,,,,,,,
Rodentia,minor,57.53,19.729,,,,,,,
Rodentia,myoxinus,69.76,24.091,,2.0,,23.99,,,
Rodentia,penicillatus,100.0,17.049,,,,,,,
Rodentia,petteri,75.0,,,,,,,,
Rodentia,tanala,89.99,19.196,,,,,,,
Rodentia,webbi,61.13,20.016,,1.0,,,,,
Rodentia,alaicus,,-5.525,,,,,,,
Rodentia,fuscocapillus,80.0,11.619,,1.0,,,,,
Rodentia,lutescens,,10.789,,,,,,,
Rodentia,talpinus,40.0,4.75,0.250767123288,,,26.0,,0.164356164384,
Rodentia,tancrei,,2.755,,,,,,,
Chiroptera,alecto,5.25,24.182,,,,,,,
Chiroptera,atrata,4.55,21.189,,3.0,,,,,
Chiroptera,beccarii,4.31,19.568,,,,,,,
Chiroptera,dianae,,21.13,,,,,,,
Chiroptera,furax,,21.349,,,,,,,
Chiroptera,monticola,5.35,24.694,,3.0,,,,,
Chiroptera,raffrayana,5.61,22.255,,,,,,,
Chiroptera,semicaudata,6.29,,,,,,,,
Chiroptera,serii,,25.1,,,,,,,
Chiroptera,hartii,16.99,21.971,,1.0,,,,,
Chiroptera,doriae,,24.445,,,,,,,
Chiroptera,gaskelli,,20.6,,,,,,,
Chiroptera,tickelli,16.3,23.252,,,,,,,
Chiroptera,tomesi,,24.035,,,,,,,
Rodentia,glaber,39.36,23.905,,1.0,1.86,70.49,,0.0747397260274,
Rodentia,anomalus,69.06,24.384,,2.0,3.29,,1.0,,True
Rodentia,australis,267.49,25.117,,1.0,,,1.0,,True
Rodentia,desmarestianus,74.0,23.165,0.651643835616,1.0,3.0,27.86,1.0,0.0815616438356,True
Rodentia,maximus,4660.94,16.347,0.788383561644,1.0,196.0,155.73,9.1,0.152547945205,False
Diprotodontia,fasciatus,1933.48,,1.0738630137,1.0,,,,0.737616438356,
Primates,cana,,24.288,,,,,,,
Primates,lagotricha,6263.69,25.789,4.73789041096,2.0,437.09,223.99,33.0,0.856602739726,False
Primates,lugens,,20.631,,,,,,,
Primates,poeppigii,,25.283,,,,,,,
Rodentia,lagurus,20.6,3.027,0.114575342466,,1.25,20.24,,0.057095890411,
Artiodactyla,glama,78322.67,,1.8538630137,1.0,8999.99,342.74,,0.360821917808,
Rodentia,okuensis,,22.773,,,,,,,
Artiodactyla,rufina,39999.99,,,,,,,,
Artiodactyla,thomsonii,22907.43,22.728,1.14624657534,1.0,2500.0,166.14,,0.255479452055,
Primates,albifrons,,20.158,,,,,,,
Primates,albocollaris,2397.37,21.739,,,,,,,
Primates,cinereiceps,,24.1,,,,,,,
Primates,collaris,,20.221,,,,,,,
Primates,coronatus,1699.85,23.779,1.92197260274,2.0,57.81,124.04,6.95,,False
Primates,fulvus,2376.99,21.416,2.16917808219,1.0,74.99,120.83,9.15,0.368876712329,False
Primates,macaco,2470.43,22.255,1.8102739726,2.0,60.5,127.49,9.2,0.392547945205,False
Primates,mongoz,1771.13,26.199,2.90602739726,2.0,59.48,129.0,2.7,0.414054794521,False
Primates,rubriventer,2015.4,19.433,1.55167123288,2.0,84.97,126.99,3.3,0.414301369863,False
Primates,rufus,2394.62,22.842,,,,,9.5,,False
Primates,sanfordi,2394.03,25.15,,,,,7.7,,False
Carnivora,jubatus,382466.74,,5.38583561644,2.0,18250.0,342.1,,0.961643835616,
Primates,thomasi,117.35,24.027,,,,,1.0,,True
Primates,zanzibaricus,147.35,23.953,0.884246575342,2.0,14.5,120.0,1.0,0.162383561644,True
Rodentia,flavidens,450.0,24.593,0.21104109589,1.0,,53.0,,,
Rodentia,musteloides,386.64,12.344,0.153205479452,1.0,37.39,53.9,,0.0852876712329,
Rodentia,spixii,360.61,23.759,0.250602739726,1.0,33.62,50.66,,0.115315068493,
Soricomorpha,pyrenaicus,60.17,10.711,1.01706849315,3.0,,30.0,1.0,,True
Rodentia,garleppi,59.3,3.183,,,,,,,
Carnivora,flavescens,750.0,18.127,,,,,,,
Carnivora,ochracea,,25.965,,,,,,,
Carnivora,pulverulenta,791.4,15.801,,3.0,20.19,,,,
Carnivora,sanguinea,543.83,23.327,1.27553424658,2.0,,61.27,,0.149150684932,
Carnivora,cuja,1000.0,15.293,,3.0,,,,,
Carnivora,vittata,,24.798,,,,,,,
Carnivora,elegans,810.0,21.2,2.0341369863,2.0,48.73,76.11,1.75,0.162383561644,False
Carnivora,fasciata,549.99,19.778,,3.0,,,,,
Carnivora,grandidieri,1400.0,24.182,,3.0,,,,,
Artiodactyla,arabica,24124.67,16.659,,1.0,,,,,
Artiodactyla,bennettii,18916.67,24.826,,,,,,,
Artiodactyla,cuvieri,,17.716,,,,,,,
Artiodactyla,dorcas,15635.95,23.942,1.70071232877,2.0,1573.21,172.0,6.75,0.168082191781,False
Artiodactyla,erlangeri,,19.519,,,,,,,
Artiodactyla,gazella,21306.83,22.659,1.32906849315,1.0,2124.99,180.0,7.2,0.236082191781,False
Artiodactyla,leptoceros,24645.75,24.458,,1.0,4615.3,167.29,,,
Artiodactyla,saudiya,16000.0,,,,,,,,
Artiodactyla,spekei,20000.0,24.839,1.10468493151,,1250.0,178.59,14.25,,False
Artiodactyla,subgutturosa,26981.37,12.265,1.13380821918,1.0,2317.85,159.68,5.5,0.318931506849,False
Carnivora,abyssinica,1405.48,23.259,,,,,,,
Carnivora,angolensis,1859.64,21.639,,,,,,,
Rodentia,gerbillus,26.99,23.35,,,,,,,
Rodentia,gleadowi,26.01,25.297,,,1.9,20.0,,,
Rodentia,grobbeni,,18.267,,,,,,,
Rodentia,savilei,260.63,24.458,,,,,,,
Chiroptera,barbastellus,8.31,8.424,,3.0,,,,,
Chiroptera,leucomelas,15.05,8.203,,,,,,,
Carnivora,alleni,,25.81,,,,,,,
Carnivora,beddardi,1235.01,23.989,,,,,,,
Carnivora,gabbii,1250.0,23.094,1.66356164384,2.0,54.99,76.65,,0.245178082192,
Carnivora,lasius,1200.0,21.822,,,,,,,
Carnivora,pauli,1200.0,29.537,,,,,,,
Carnivora,astutus,1010.37,15.399,0.761863013699,2.0,27.74,54.23,,0.147506849315,
Carnivora,sumichrasti,906.0,23.031,2.30635616438,2.0,,,,0.326904109589,
Rodentia,janetta,388.69,16.497,,1.0,15.39,,1.0,0.0761369863014,True
Rodentia,suillus,777.38,15.893,,1.0,33.99,68.41,1.0,0.057095890411,True
Rodentia,dentatus,,21.354,,,,,,,
Rodentia,granti,169.53,21.625,,,,,,,
Rodentia,russatus,,,,,,,,,
Rodentia,salomonseni,185.76,23.887,,,,,,,
Chiroptera,dubiaquercus,22.22,24.132,,3.0,,,,,
Carnivora,crassicauda,1722.13,22.926,,3.0,,,,,
Carnivora,jacksoni,2500.0,19.641,,3.0,,,,,
Carnivora,nigripes,2623.01,24.216,,2.0,,,,,
Rodentia,hindei,75.8,24.704,0.496246575342,,3.2,22.79,,0.105452054795,
Rodentia,major,,20.593,,,,,,,
Artiodactyla,hunteri,79132.17,27.223,,1.0,8350.0,252.28,13.5,,False
Rodentia,pearsonii,,17.714,,,,,,,
Rodentia,berdmorei,,24.671,,,,,,,
Rodentia,bowersi,358.68,19.292,,,,,,,
Rodentia,mackenziei,,21.005,,,,,,,
Rodentia,manipulus,,14.779,,,,,,,
Diprotodontia,gaimardi,1667.55,10.348,0.831835616438,,0.3,21.14,,0.332383561644,
Diprotodontia,lesueur,1447.27,,0.686383561644,,0.31,21.28,,0.450767123288,
Diprotodontia,penicillata,1184.35,14.688,0.543589041096,,0.28,20.35,,0.41095890411,
Diprotodontia,tropica,1256.58,24.795,0.93501369863,,,19.44,,0.409780821918,
Rodentia,chacoensis,28.0,21.014,,,,,,,
Rodentia,labiosus,,20.596,,,,,,,
Rodentia,contractus,,,,,,,,,
Rodentia,voratus,,,,,,,,,
Rodentia,albinasus,,,,,,,,,
Rodentia,griserufescens,,,,,,,,,
Rodentia,guarani,,,,,,,,,
Rodentia,igniventris,,,,,,,,,
Rodentia,iheringi,43.0,18.076,,3.0,,,,,
Rodentia,misionensis,,,,,,,,,
Rodentia,paradisus,,,,,,,,,
Rodentia,soricinus,,,,,,,,,
Artiodactyla,bubalis,929500.97,22.358,2.06890410959,1.0,,320.0,,0.658383561644,
Artiodactyla,depressicornis,256989.27,19.783,2.06890410959,1.0,,295.78,1.0,,True
Artiodactyla,mindorensis,254389.74,23.981,2.06890410959,1.0,,306.06,1.0,,True
Artiodactyla,quarlesi,181718.86,20.508,2.06890410959,1.0,,294.99,1.0,,True
Artiodactyla,taxicolor,294515.33,3.988,2.54268493151,1.0,,235.6,14.0,0.324794520548,False
Rodentia,bagobus,395.38,24.107,,,,,,,
Rodentia,gamay,,,,,,,,,
Rodentia,luzonicus,,22.305,,,,,,,
Lagomorpha,monticularis,1750.01,15.615,,1.0,42.42,,,,
Rodentia,andrewsi,,21.336,,,,,,,
Rodentia,chrysocomus,111.29,21.467,,,,,,,
Rodentia,coelestis,,21.765,,,,,,,
Rodentia,fratrorum,130.31,21.4,,,,,,,
Rodentia,penitus,,20.109,,,,,,,
Rodentia,prolatus,,19.0,,,,,,,
Primates,hoolock,6699.0,17.457,7.36734246575,2.0,,232.5,3.2,1.74008219178,False
Chiroptera,parvidens,,22.593,,3.0,,,,,
Chiroptera,torquatus,169.43,25.007,,3.0,,,,,
Rodentia,delfini,,,,,,,,,
Rodentia,macronyx,70.99,5.462,,2.0,,,,,
Rodentia,megalonyx,50.8,8.114,,,,,,,
Rodentia,orcesi,,,,,,,,,
Rodentia,trichotis,49.99,20.449,,,,,,,
Rodentia,instans,19.0,19.76,,,,,,,
Chiroptera,micropus,,24.631,,3.0,,,,,
Chiroptera,tumidifrons,3.62,,,3.0,,,,,
Soricomorpha,hantu,54.99,24.628,,3.0,,,,,
Soricomorpha,himalayica,33.5,12.348,,3.0,,,,,
Soricomorpha,phaeura,,24.488,,3.0,,,,,
Soricomorpha,platycephalus,36.32,11.315,,3.0,,,,,
Soricomorpha,styani,,2.842,,3.0,,,,,
Soricomorpha,sumatrana,,23.585,,3.0,,,,,
Rodentia,chinchilla,499.99,2.005,0.67802739726,1.0,,111.0,,0.134219178082,
Rodentia,lanigera,480.28,7.217,0.609123287671,1.0,39.59,112.47,,,
Rodentia,sahamae,169.74,4.576,,2.0,,,,,
Rodentia,gud,,2.955,,,,,,,
Rodentia,nivalis,42.01,7.057,1.01706849315,,3.7,20.92,,0.0575342465753,
Rodentia,roberti,,2.475,,,,,,,
Chiroptera,doriae,19.9,20.037,,1.0,,106.45,,,
Chiroptera,improvisum,35.39,,,1.0,,,,,
Chiroptera,salvini,26.3,20.868,,1.0,,,,,
Chiroptera,trinitatum,13.91,24.415,,1.0,,,,,
Chiroptera,villosum,23.81,23.917,,1.0,,121.66,,,
Rodentia,chiropus,,21.188,,,,,,,
Chiroptera,melanocephalus,17.7,24.524,,1.0,,,,,
Rodentia,calamianensis,28.9,24.978,,,,,,,
Rodentia,gliroides,23.68,21.03,,,2.79,20.13,,0.0462191780822,
Rodentia,karlkoopmani,,25.9,,,,,,,
Rodentia,major,28.9,23.526,,,,,,,
Rodentia,muroides,28.9,22.16,,,,,,,
Rodentia,pusillus,28.9,23.851,,,,,,,
Primates,albinasus,2793.21,24.92,,1.0,,157.67,22.5,,False
Primates,chiropotes,,,,,,,,,
Primates,israelita,,,,,,,,,
Primates,satanas,2967.27,,,1.0,,157.67,14.4,,False
Primates,utahickae,,,,,,,,,
Rodentia,forbesi,105.15,21.428,,,,,4.5,,False
Rodentia,lamia,47.2,21.636,,,,,4.5,,False
Rodentia,vates,45.46,20.237,,,,,,,
Primates,aethiops,3695.99,21.652,,,,,,0.596602739726,
Primates,cynosuros,,22.288,,,,,,,
Primates,djamdjamensis,,8.005,,,,,,,
Primates,pygerythrus,,21.836,,,,,,,
Primates,sabaeus,,26.994,,,,,,,
Primates,tantalus,,25.448,,,,,,,
Diprotodontia,parvus,44.27,9.874,1.03112328767,2.0,,14.74,1.0,0.163890410959,True
Primates,calvus,3421.04,25.526,3.45956164384,2.0,,180.0,23.7,0.929561643836,False
Primates,melanocephalus,3121.58,25.053,,2.0,,,30.0,,False
Primates,baptista,,26.258,,,,,,,
Primates,barbarabrownae,,24.067,,,,,,,
Primates,bernhardi,,,,,,,,,
Primates,brunneus,850.84,24.448,,,,,2.5,,False
Primates,caligatus,992.4,,,,,,1.0,,True
Primates,cinerascens,992.4,24.844,,,,,1.0,,True
Primates,coimbrai,,24.733,,,,,,,
Artiodactyla,nubiana,47763.72,20.854,,,,150.0,,,
Artiodactyla,pyrenaica,60898.77,13.193,,1.0,,150.0,,,
Artiodactyla,sibirica,130000.0,-1.288,,,3640.0,175.0,,,
Artiodactyla,walie,100144.02,20.638,,,,157.5,,,
Artiodactyla,capreolus,22502.01,7.359,1.09854794521,,1208.55,196.0,,0.218493150685,
Artiodactyla,pygargus,41371.03,-1.485,2.48997260274,,1923.53,290.0,,0.372876712329,
Artiodactyla,crispus,43030.64,9.381,2.70747945205,,3499.99,213.0,,0.162383561644,
Artiodactyla,milneedwardsii,,14.573,,,,,,,
Artiodactyla,rubidus,,11.503,,,,,,,
Artiodactyla,sumatraensis,110942.22,24.668,,1.0,4100.0,231.37,,0.455726027397,
Artiodactyla,swinhoei,,14.886,,,,,,,
Artiodactyla,thar,,10.444,,,,,,,
Lagomorpha,hispidus,2496.99,23.621,,1.0,,40.0,2.0,,False
Rodentia,gundlachianus,,,,,,,,,
Rodentia,pilorides,5200.0,25.228,0.86202739726,2.0,199.49,125.0,,0.11504109589,
Carnivora,caracal,11964.38,22.157,1.198,3.0,195.86,71.47,,0.329890410959,
Rodentia,paradoxus,,1.496,,,,,,,
Chiroptera,cor,26.45,23.239,,3.0,,92.54,,0.152876712329,
Chiroptera,brevicauda,14.85,24.049,,1.0,,,,,
Chiroptera,castanea,13.1,23.615,,1.0,,,,,
Chiroptera,colombiana,,17.2,,,,,,,
Chiroptera,perspicillata,19.23,23.685,0.816821917808,2.0,4.89,114.6,,0.0976164383562,
Chiroptera,sowelli,,,,,,,,,
Chiroptera,subrufa,15.84,23.226,,1.0,,,,,
Rodentia,melanurus,,18.0,,,,,,,
Rodentia,phaeurus,,18.0,,,,,,,
Rodentia,sulcidens,113.8,21.078,,,,,,,
Rodentia,eva,,11.382,,,,,,,
Rodentia,inez,,9.909,,,,,,,
Chiroptera,argynnis,28.28,24.446,,1.0,4.29,,1.0,,True
Rodentia,canadensis,18124.41,3.986,1.81649315068,1.0,415.17,111.59,5.1,0.127397260274,False
Rodentia,fiber,19000.0,2.33,2.83454794521,1.0,550.27,106.42,,0.164876712329,
Artiodactyla,wagneri,35566.4,22.121,2.25090410959,2.0,600.2,152.08,5.75,0.165397260274,False
Carnivora,badia,3429.52,22.789,,,,,,,
Carnivora,temminckii,7726.46,19.724,,3.0,165.83,99.07,,,
Rodentia,aperea,524.38,19.961,0.184821917808,1.0,58.38,61.7,,0.0571506849315,
Rodentia,fulgida,282.5,21.043,,,,,,0.0572054794521,
Rodentia,intermedia,,,,,,,,,
Rodentia,magna,459.99,16.622,,,,,,0.0572054794521,
Rodentia,porcellus,727.99,,0.187917808219,,79.91,66.99,,0.045698630137,
Rodentia,tschudii,1000.0,16.341,,,,62.99,,0.0572054794521,
Primates,albifrons,2509.68,25.269,4.11421917808,2.0,231.92,158.29,25.0,0.740602739726,False
Primates,apella,2758.38,24.117,4.8241369863,2.0,231.38,154.99,7.9,0.720876712329,False
Primates,capucinus,3005.99,24.05,5.84857534247,2.0,238.36,161.06,18.15,1.4084109589,False
Primates,kaapori,3000.0,24.827,,,,,,,
Primates,libidinosus,,24.423,,,,,,,
Primates,nigritus,,18.975,5.84857534247,2.0,,,9.1,,False
Primates,olivaceus,2787.64,24.883,6.91912328767,2.0,,,11.45,1.98865753425,False
Primates,xanthosternos,,21.659,,,,,,,
Chiroptera,centralis,,24.033,,,,,,,
Chiroptera,maximiliani,23.0,24.926,,3.0,,,,,
Chiroptera,senex,23.09,23.297,,1.0,,,,,
Artiodactyla,adersi,9249.95,25.65,,1.0,,120.0,,,
Artiodactyla,brookei,,25.465,,,,,,,
Artiodactyla,callipygus,19079.23,24.514,,1.0,2800.0,,,,
Soricomorpha,horsfieldii,5.47,15.527,,,,,,,
Soricomorpha,hutanis,,,,,,,,,
Soricomorpha,ichnusae,,,,,,,,,
Soricomorpha,indochinensis,,,,,,,,,
Soricomorpha,jacksoni,7.0,21.604,,,,,,,
Soricomorpha,jenkinsi,,26.8,,,,,,,
Soricomorpha,jouvenetae,9.79,,,,,,,,
Soricomorpha,katinka,,,,,,,,,
Soricomorpha,kivuana,,16.966,,,,,,,
Soricomorpha,lamottei,,26.303,,,,,,,
Soricomorpha,lanosa,,17.894,,,,,,,
Soricomorpha,lasiura,,4.036,,,,,,,
Soricomorpha,latona,,23.048,,,,,,,
Soricomorpha,lea,,20.769,,,,,,,
Soricomorpha,lepidura,,,,,,,,,
Soricomorpha,leucodon,10.88,8.031,0.293589041096,2.0,0.89,30.99,,0.064,
Soricomorpha,levicula,,21.48,,,,,,,
Soricomorpha,littoralis,18.61,21.926,,,,,,,
Soricomorpha,longipes,19.3,27.649,,,,,,,
Soricomorpha,lucina,,5.652,,,,,,,
Soricomorpha,ludia,5.15,23.993,,,,,,,
Soricomorpha,luna,13.83,21.462,,3.0,,,1.0,,True
Soricomorpha,lusitania,2.48,26.338,,,,,,,
Soricomorpha,macarthuri,,27.321,,,,,,,
Soricomorpha,macmillani,,18.45,,,,,,,
Soricomorpha,macowi,,24.6,,,,,,,
Soricomorpha,malayana,,,,,,,,,
Soricomorpha,manengubae,,23.425,,,,,,,
Soricomorpha,maquassiensis,5.99,17.774,,3.0,,,,,
Soricomorpha,mariquensis,10.35,20.571,,3.0,,,,,
Soricomorpha,maurisca,14.0,21.639,,,,,,,
Soricomorpha,maxi,,24.468,,,,,,,
Soricomorpha,mindorus,,23.5,,,,,,,
Soricomorpha,miya,,24.685,,,,,,,
Soricomorpha,monax,16.0,19.671,,,,,,,
Soricomorpha,monticola,,25.095,,,,,,,
Soricomorpha,montis,14.49,19.362,,,,,,,
Soricomorpha,muricauda,,25.589,,,,,,,
Soricomorpha,musseri,,,,,,,,,
Soricomorpha,mutesae,23.91,22.918,,,,,,,
Soricomorpha,nana,,20.385,,,,,,,
Soricomorpha,nanilla,6.5,26.461,,,,,,,
Soricomorpha,negligens,,,,,,,,,
Soricomorpha,negrina,11.33,25.623,,,,,,,
Soricomorpha,nicobarica,,,,3.0,,,,,
Soricomorpha,nigeriae,23.0,25.466,,,,,,,
Soricomorpha,nigricans,20.0,20.146,,,,,,,
Soricomorpha,nigripes,,20.487,,,,,,,
Soricomorpha,nigrofusca,11.75,22.5,,,,,,,
Soricomorpha,nimbae,,23.7,,,,,,,
Soricomorpha,niobe,16.0,19.992,,,,,,,
Soricomorpha,obscurior,,25.443,,,,,,,
Chiroptera,nigrogriseus,8.79,24.859,,,,,,,
Chiroptera,picatus,,20.929,,,,,,,
Chiroptera,tuberculatus,,9.458,,3.0,,,,,
Primates,adipicaudatus,,22.03,,,,,,,
Primates,crossleyi,,18.764,,,,,,,
Primates,major,446.02,20.298,1.15317808219,2.0,18.08,70.0,1.0,0.129150684932,True
Primates,medius,196.76,24.048,1.13380821918,2.0,14.65,61.79,1.0,0.166164383562,True
Primates,minusculus,,15.25,,,,,,,
Primates,ravus,,22.232,,,,,,,
Primates,sibreei,,16.911,,,,,,,
Soricomorpha,caovansunga,,,,,,,,,
Soricomorpha,hypsibia,,6.887,,,,,,,
Soricomorpha,lamula,,3.691,,,,,,,
Soricomorpha,parca,,14.524,,,,,,,
Soricomorpha,parva,,,,,,,,,
Soricomorpha,salenskii,5.49,14.901,,,,,,,
Soricomorpha,smithii,,9.579,,,,,,,
Soricomorpha,sodalis,,,,,,,,,
Chiroptera,godmani,7.9,23.866,,2.0,,,,,
Chiroptera,minor,8.63,24.156,,2.0,,,,,
Chiroptera,periosus,,21.697,,,,,,,
Chiroptera,mexicana,17.26,18.959,,2.0,4.85,,,,
Carnivora,owstoni,3267.71,18.306,,2.0,,,,,
Rodentia,gonzalesi,140.2,25.2,,3.0,,,,,
Rodentia,mindorensis,151.98,24.053,,,,,,,
Rodentia,silaceus,,20.399,,,,,,,
Rodentia,whiteheadi,151.98,23.204,,,,,,,
Chiroptera,auritus,78.26,23.369,,2.0,,86.09,,,
Carnivora,brachyurus,23325.0,22.349,1.15317808219,2.0,372.29,63.48,,0.32602739726,
Chiroptera,lesueuri,,15.483,,,,,,,
Chiroptera,seabrae,,16.377,,,,,,,
Carnivora,civetta,12075.58,23.714,0.784219178082,2.0,317.3,68.4,,0.227150684932,
Rodentia,osborni,,,,,,,,,
Chiroptera,percivali,4.16,21.226,,,,91.24,,,
Rodentia,bishopi,30.0,19.02,,,,,,,
Rodentia,laticeps,201.0,22.29,,,,,,,
Rodentia,albidens,,15.3,,,,,,,
Rodentia,ruemmleri,29.7,16.687,,1.0,,,,,
Chiroptera,frithii,7.52,20.143,,3.0,,,,,
Chiroptera,robinsoni,6.5,22.743,,3.0,,,,,
Rodentia,bicolor,4492.49,23.553,1.8258630137,1.0,,,2.0,0.190684931507,False
Rodentia,nycthemera,2999.98,25.557,,,,,,,
Rodentia,prehensilis,4116.2,24.156,1.72931506849,1.0,410.8,200.74,1.0,0.190520547945,True
Rodentia,rothschildi,2000.0,25.861,,1.0,,,,,
Chiroptera,afra,10.68,23.985,,3.0,,,,,
Chiroptera,seychellensis,10.64,,,3.0,,,,,
Primates,angolensis,8990.31,23.328,,1.0,,,10.9,,False
Primates,guereza,9925.88,23.164,5.28545205479,1.0,444.92,169.02,7.6,1.06243835616,False
Primates,polykomos,8797.29,25.722,4.46531506849,1.0,489.89,172.69,10.2,0.585698630137,False
Primates,satanas,9055.32,24.126,,1.0,,192.76,15.5,,False
Primates,vellerosus,7700.18,26.835,,,,,16.0,,False
Rodentia,goslingi,62.5,23.767,,,,,,,
Soricomorpha,cristata,48.15,3.691,0.833315068493,3.0,1.5,40.0,,0.057095890411,
Carnivora,chinga,,13.391,,,,,,,
Carnivora,humboldtii,1097.61,8.076,,3.0,,,1.0,,True
Carnivora,leuconotus,3293.91,18.072,0.933150684932,3.0,,60.83,,0.124821917808,
Carnivora,semistriatus,1997.34,24.325,,2.0,,,,,
Soricomorpha,polli,,23.85,,,,,,,
Soricomorpha,verheyeni,,,,,,,,,
Rodentia,albipes,200.0,,,,,,,,
Rodentia,penicillatus,175.02,27.104,,2.0,,35.99,,0.0668493150685,
Artiodactyla,gnou,156547.53,15.429,2.64556164384,1.0,10941.45,256.76,26.75,0.305671232877,False
Rodentia,montanus,,21.053,,,,,,,
Rodentia,nudipes,,20.955,,,,,,,
Rodentia,rufulus,,26.169,,,,,,,
Rodentia,rwandae,,,,,,,,,
Rodentia,sua,,,,,,,,,
Rodentia,azarae,2976.81,21.457,,1.0,,,,0.383561643836,
Rodentia,coibae,,,,1.0,,,,0.383561643836,
Rodentia,cristata,2650.03,,,1.0,,,,0.383561643836,
Rodentia,fuliginosa,3500.02,25.525,,1.0,,,2.0,0.383561643836,False
Rodentia,guamara,2650.03,24.905,,1.0,,,,0.383561643836,
Rodentia,kalinowskii,2650.03,15.549,,1.0,,,,0.383561643836,
Rodentia,leporina,3009.99,24.239,,1.0,,106.39,,0.383561643836,
Rodentia,mexicana,4999.99,24.482,,1.0,,,,0.383561643836,
Rodentia,prymnolopha,2900.0,24.077,,1.0,,,,0.383561643836,
Rodentia,punctata,2309.12,23.17,,1.0,,107.65,1.0,0.383561643836,True
Rodentia,ruatanica,,,,1.0,,,,0.383561643836,
Chiroptera,patagonicus,,19.221,,,,,,,
Chiroptera,perotis,50.97,21.818,,3.0,7.53,,,,
Chiroptera,trumbulli,,23.524,,,,,,,
Chiroptera,underwoodi,58.67,20.24,,3.0,,,,,
Rodentia,chinchilloides,75.57,4.435,,,,,,,
Rodentia,fossor,83.0,,,,,,,,
Rodentia,mordax,81.99,0.824,,,,,,,
Rodentia,petersoni,83.0,3.292,,,,,,,
Primates,elegantulus,295.48,24.437,,2.0,,133.45,1.0,,True
Primates,pallidus,277.37,24.25,,,,,,,
Rodentia,cinereus,,0.402,,1.0,,,,,
Carnivora,goudotii,2763.34,20.715,,2.0,150.0,93.86,,0.172575342466,
Soricomorpha,grandis,,4.34,,3.0,,,,,
Soricomorpha,klossi,,21.758,,3.0,,34.99,,,
Soricomorpha,longirostris,,14.393,,3.0,,,,,
Soricomorpha,micrura,60.46,13.222,,3.0,,,,,
Soricomorpha,mizura,25.05,6.749,,3.0,,40.0,,,
Soricomorpha,parvidens,,21.57,,3.0,,,,,
Rodentia,spinosus,187.49,19.915,,,,,,,
Rodentia,concinnus,27.72,24.107,,,,,,,
Artiodactyla,taurinus,198619.68,21.104,2.30635616438,1.0,18044.36,251.49,20.0,0.702246575342,False
Chiroptera,brevirostris,9.26,24.938,,3.0,,,,,
Chiroptera,mexicanus,,18.365,,,,,,,
Chiroptera,rafinesquii,9.15,17.206,0.576575342466,3.0,2.45,55.27,,0.0575342465753,
Chiroptera,townsendii,10.3,11.048,,3.0,2.39,67.49,,0.11095890411,
Rodentia,buehleri,,,,,,,,,
Chiroptera,thonglongyai,1.96,24.033,,3.0,,,,,
Rodentia,australis,,,,,,,,,
Rodentia,heaneyi,,,,,,,,,
Rodentia,paulus,,25.8,,,,,,,
Rodentia,schadenbergi,,22.683,,,,,,,
Rodentia,castanops,266.83,17.033,,1.0,6.06,,1.0,,True
Rodentia,fumosus,150.0,20.8,,1.0,,,,,
Rodentia,goldmani,,16.325,,,,,,,
Rodentia,gymnurus,599.99,19.203,,1.0,,,,,
Rodentia,merriami,419.99,14.951,,1.0,,,,,
Rodentia,neglectus,302.48,19.245,,1.0,,,1.0,,True
Rodentia,tylorhinus,403.42,17.874,,1.0,,,1.0,,True
Rodentia,zinseri,150.0,18.05,,1.0,,,,,
Rodentia,cutchicus,,25.77,,,,,,,
Rodentia,elvira,,27.3,,,,,,,
Rodentia,ansorgei,,,,,,,,,
Rodentia,emini,1280.0,24.28,,,,,,,
Rodentia,gambianus,1267.52,,0.485150684932,,22.68,31.45,,0.0946301369863,
Rodentia,kivuensis,,,,,,,,,
Rodentia,alticola,,-1.107,,,,,,,
Soricomorpha,tanakae,,16.58,,,,,,,
Soricomorpha,tansaniana,,23.612,,,,,,,
Soricomorpha,tarella,,23.189,,,,,,,
Soricomorpha,tarfayensis,6.59,22.761,,,,,,,
Soricomorpha,telfordi,,24.6,,,,,,,
Soricomorpha,tenuis,,24.644,,,,,,,
Soricomorpha,thalia,,16.866,,,,,,,
Soricomorpha,theresae,17.6,26.783,,,,,,,
Soricomorpha,thomensis,,,,,,,,,
Soricomorpha,trichura,,,,,,,,,
Soricomorpha,turba,14.49,22.273,,,,,,,
Soricomorpha,ultima,16.0,16.156,,,,,,,
Soricomorpha,usambarae,11.83,23.612,,,,,,,
Soricomorpha,viaria,16.49,25.552,,,1.39,,,,
Soricomorpha,virgata,,25.367,,,,,,,
Soricomorpha,voi,,26.616,,,,,,,
Soricomorpha,vorax,,18.57,,,,,,,
Soricomorpha,vosmaeri,,,,,,,,,
Soricomorpha,watasei,,,,,,,,,
